id,area,feature,roles,user_entry,backend,origin,feature_flag,existing_tests,verify_by,side_effects,phase,data_risk,status_signals,confidence,capability_ledger_id,rails_routes,ember_routes
SET-27,"Setup, auth, account & purchasing",Generate/delete start codes (start-codes modal) incl. 'Apply shallow clones' option,supervisor-SLP; org-admin,"app/frontend/app/components/supervision-settings.js:221 and app/frontend/app/controllers/organization/settings.js:166 open modals/start-codes; option at app/frontend/app/components/start-codes.hbs:168-172, sent at components/start-codes.js:198-199; also app/frontend/app/components/start-codes.js:142",api/users#start_code app/controllers/api/users_controller.rb:395 (supporter_role only :399); Organization.activation_code app/models/organization.rb:1284; shallow flag stored :1410,heavily modified (vs sweet-suite mirror 55aaa8a: users_controller.rb churn 76%; organization.rb churn 22%; start-codes.js churn 180% (frontend); start-codes.js absent; start-codes.hbs absent; 1/1 routes are upstream actions),"shallow_clones (code: AVAILABLE only, off) is NOT read by the start-codes UI; only read app/models/user.rb:2334,2348 (starred-board refs)",spec/controllers/api/users_controller_spec.rb; spec/models/organization_spec.rb,agent: POST start_code with overrides,destructive,4,no,flag never read; commented-out code,"AGENT-REPORTED: static read by an inventory agent; citations bounds-checked, content not re-read by the author",,POST /api/v1/users/:user_id/start_code api/users#start_code,
SET-28,"Setup, auth, account & purchasing","Setup wizard (/setup) - retired, redirects home",anonymous; communicator; supervisor-SLP,setup@124: app/frontend/app/routes/setup.js:42-51 (beforeModel return_to_index),boards#index shell app/controllers/boards_controller.rb:5,upstream sweet-suite (vs sweet-suite mirror 55aaa8a: setup.js churn 352% (frontend); setup.js churn 83% (frontend); setup.hbs churn 336% (frontend); 1/1 routes are upstream actions),none,app/frontend/tests/unit/routes/setup-retired-test.js,agent: visiting /setup lands on home,none (read-only),1,no,,"AGENT-REPORTED: static read by an inventory agent; citations bounds-checked, content not re-read by the author",,GET /setup boards#index,setup:/setup
SET-29,"Setup, auth, account & purchasing","Standalone home-board picker (/board-picker), self or supervisee",communicator; supervisor-SLP,board-picker@127: app/frontend/app/routes/board-picker.js:9-25; app/frontend/app/templates/board-picker.hbs,none of its own; assign flow app/frontend/app/controllers/board-picker.js:211 and create board :235-239 (check_for_needing_purchase),heavily modified (vs sweet-suite mirror 55aaa8a: board-picker.js churn 191% (frontend) (moved from app/frontend/app/components/board-picker.js); board-picker.js churn 389% (frontend) (moved from app/frontend/app/components/board-picker.js); board-picker.hbs churn 231% (frontend) (moved from app/frontend/app/templates/components/board-picker.hbs); recommended_home_board.js absent),none,NONE,human: board selection UX,writes,1,no,,ASSUMED: backend endpoints for the actual home-board assignment not traced,,,board-picker:/board-picker
SET-30,"Setup, auth, account & purchasing",Beta program welcome and beta agreement acceptance,communicator; supervisor-SLP,beta-welcome-message@70 and beta-welcome@71: app/frontend/app/routes/beta-welcome-message.js:47 acceptAgreement; redirected to after register (app/frontend/app/routes/register.js:112-115),PUT /api/v1/users/self preferences.beta_agreement_accepted app/frontend/app/services/beta-welcome-mode.js:50-52,LingoLinq-new (vs sweet-suite mirror 55aaa8a: beta-welcome.js absent; beta-welcome-message.js absent; beta-welcome.hbs absent; beta-welcome-message.hbs absent; beta-welcome-mode.js absent),preferences.beta_program_access gate app/frontend/app/routes/beta-welcome.js (beforeModel),NONE,human: agreement copy and flow,writes,0,no,,CONFIRMED: cited lines re-read against the code by the author,,,beta-welcome-message:/beta-welcome-message | beta-welcome:/beta-welcome
SET-31,"Setup, auth, account & purchasing",Intro modal deep link (/intro),communicator; supervisor-SLP,"intro@72: app/frontend/app/routes/intro.js (sets show_intro, returns to index); consumed app/frontend/app/routes/index.js:275-276",none (client-only),heavily modified (vs sweet-suite mirror 55aaa8a: intro.js churn 78% (frontend); index.js churn 146% (frontend); intro.js absent),none,NONE,human: modal content,writes,1,no,no UI entry (API only),"AGENT-REPORTED: static read by an inventory agent; citations bounds-checked, content not re-read by the author",,,intro:/intro
SET-32,"Setup, auth, account & purchasing","Landing page / app entry (logged-out landing, logged-in dashboard, login fallback)",anonymous; communicator; supervisor-SLP; org-admin,index@36: app/frontend/app/templates/index.hbs:1-41 (LandingAltPage vs Dashboard::AuthenticatedView vs LoginForm); landing-alt@49: templates/landing-alt.hbs,"boards#index app/controllers/boards_controller.rb:5 (meta, image Accept redirect :16-18)",heavily modified (vs sweet-suite mirror 55aaa8a: boards_controller.rb churn 60%; index.html.erb churn 704%; index.js churn 146% (frontend); index.hbs churn 203% (frontend); landing-alt-page.hbs absent; landing-alt.js absent; 1/1 routes are upstream actions),none (domain_settings.full_domain selects landing),spec/controllers/boards_controller_spec.rb; app/frontend/tests/controllers/index-test.js,human: visual landing,writes,0,no,,"AGENT-REPORTED: static read by an inventory agent; citations bounds-checked, content not re-read by the author",,GET / boards#index,index:/ | landing-alt:/landing-alt
SET-33,"Setup, auth, account & purchasing",Auto-jump to Speak Mode on launch (premium communicators),anonymous; communicator,toggle 'Start app in Speak Mode on launch' app/frontend/app/templates/user/preferences.hbs:24-28; applied on index entry app/frontend/app/routes/index.js:170; also app/frontend/app/templates/user/preferences.hbs:24-33,"User preference cleanup removes auto_open_speak_mode for non-communicators app/models/user.rb:2070-2071; also app/controllers/api/users_controller.rb:197, app/models/user.rb:2437, app/models/user.rb:1965",heavily modified (vs sweet-suite mirror 55aaa8a: user.rb churn 156%; index.js churn 146% (frontend); preferences.hbs churn 62% (frontend); authenticated-view.js absent),premium: currently_premium app/frontend/app/routes/index.js:170; suppressed for really_expired :181-183,spec/models/user_spec.rb,human: app relaunch behaviour,destructive,1,no,,"AGENT-REPORTED: static read by an inventory agent; citations bounds-checked, content not re-read by the author",,,index:/
SET-34,"Setup, auth, account & purchasing","Speak Mode 15-minute session limit (limited paid supervisors, modeling-only, expired communicators or supervisees)",communicator; supervisor-SLP,"speak mode; observer app/frontend/app/services/app-state.js:3644-3682; also app/frontend/app/services/app-state.js:3644-3683, app-state.js:1804-1811","limited_supervisor computed lib/json_api/user.rb:285-291 (premium_supporter, account >2 months, not org supervisor, no premium supervisees); frontend limited_paid_supervisor/any_limited_supervisor app/frontend/app/models/user.js:431-435",upstream sweet-suite (vs sweet-suite mirror 55aaa8a: user.rb churn 41%; subscription.rb churn 1%; app-state.js churn 103% (frontend) (moved from app/frontend/app/utils/app_state.js); user.js churn 38% (frontend); premium-required.js churn 447% (frontend) (moved from app/frontend/app/controllers/premium-required.js)),"premium: currentUser.expired / referenced_speak_mode_user.expired / any_limited_supervisor app/frontend/app/services/app-state.js:3657,3663,3669",app/frontend/tests/utils/app_state-test.js; spec/lib/json_api/user_spec.rb,human: 15-minute live session,destructive,1,no,suspected bug (not security),"ASSUMED: runtime TypeError inferred from code (modal promise assumed to resolve on close); board-detail re-entering speak on next board load (routes/user/board-detail.js:609-612) may reset speak_mode_started, not verified",,,
SET-35,"Setup, auth, account & purchasing",Purchase-needed gate (check_for_needing_purchase) on edit boards and other actions,communicator; supervisor-SLP,"edit board app/frontend/app/routes/user/board-detail/edit.js:55; toggleEditMode app/frontend/app/controllers/board/index.js:1728; also routes/user/account.js:39, routes/user/boards.js:64",none (client-only) app/frontend/app/services/app-state.js:3043-3070 (really_expired or modeling_only -> premium-required modal; modeling_only rejected),heavily modified (vs sweet-suite mirror 55aaa8a: app-state.js churn 103% (frontend) (moved from app/frontend/app/utils/app_state.js); index.js churn 92% (frontend); edit.js absent),premium: really_expired / modeling_only app/frontend/app/services/app-state.js:3050,app/frontend/tests/controllers/application-test.js; app/frontend/tests/controllers/premium-required-test.js,agent: unit-test with expired/modeling-only user,destructive,2,no,dead or orphaned route or code,"AGENT-REPORTED: static read by an inventory agent; citations bounds-checked, content not re-read by the author",,,
SET-36,"Setup, auth, account & purchasing",Terms of service and privacy policy pages,anonymous; communicator; supervisor-SLP; org-admin,"terms@51, privacy@52 (app/frontend/app/routes/terms.js, routes/privacy.js); privacy-practices@53 replaceWith privacy app/frontend/app/routes/privacy-practices.js","boards#terms app/controllers/boards_controller.rb:36, #privacy :46 (both render :index); /privacy_practices 301 config/routes.rb:41",heavily modified (vs sweet-suite mirror 55aaa8a: boards_controller.rb churn 60%; terms.hbs churn 266% (frontend); privacy.hbs churn 343% (frontend); privacy-practices.js churn 225% (frontend) (moved from app/frontend/app/controllers/privacy_practices.js); 3/3 routes are upstream actions),none,NONE,human: legal copy review,none (read-only),0,no,,"AGENT-REPORTED: static read by an inventory agent; citations bounds-checked, content not re-read by the author",,"GET /privacy boards#privacy | GET /privacy_practices redirect(301, /privacy) | GET /terms boards#terms",terms:/terms | privacy:/privacy | privacy-practices:/privacy_practices
SET-37,"Setup, auth, account & purchasing",Jobs page,anonymous; communicator; supervisor-SLP,direct URL /jobs; Ember jobs@54 app/frontend/app/routes/jobs.js (no in-app links),boards#jobs implicit render of app/views/boards/jobs.html.erb (no def jobs in app/controllers/boards_controller.rb),upstream sweet-suite (vs sweet-suite mirror 55aaa8a: jobs.html.erb churn 0%; _jobs.html.erb churn 17%; jobs.hbs churn 17% (frontend); jobs.js churn 47% (frontend); 1/1 routes are upstream actions),none,NONE,human: content,none (read-only),8,no,,"AGENT-REPORTED: static read by an inventory agent; citations bounds-checked, content not re-read by the author",,GET /jobs boards#jobs,jobs:/jobs
SET-38,"Setup, auth, account & purchasing","Static marketing pages (about, features, partners, compare, ambassadors)",anonymous; communicator; supervisor-SLP,"about@48 routes/about.js; features@56 linked from app/frontend/app/components/landing-alt-page.hbs:331; partners@76, compare@77, ambassadors@78 templates only",boards#about app/controllers/boards_controller.rb:22 (render :index),heavily modified (vs sweet-suite mirror 55aaa8a: boards_controller.rb churn 60%; about.hbs churn 293% (frontend); partners.hbs churn 104% (frontend); compare.hbs churn 133% (frontend); ambassadors.hbs churn 105% (frontend); features.hbs absent; 1/1 routes are upstream actions),none,spec/controllers/boards_controller_spec.rb,human: marketing copy,none (read-only),8,no,dead or orphaned route or code; no UI entry (API only),"AGENT-REPORTED: static read by an inventory agent; citations bounds-checked, content not re-read by the author",,GET /about boards#about,about:/about | features:/features | partners:/partners | compare:/compare | ambassadors:/ambassadors
SET-39,"Setup, auth, account & purchasing",Pricing page,anonymous; communicator; supervisor-SLP,pricing@55: app/frontend/app/routes/pricing.js (no_linky -> limited :11-13; sale via token_check :22),session#token_check app/controllers/session_controller.rb:581 (sale),upstream sweet-suite (vs sweet-suite mirror 55aaa8a: pricing.js churn 69% (frontend); pricing.js churn 106% (frontend); pricing.hbs churn 1075% (frontend)),none,NONE,human: pricing copy,none (read-only),8,no,commented-out code,"AGENT-REPORTED: static read by an inventory agent; citations bounds-checked, content not re-read by the author",,,pricing:/pricing
